emp_no,first_name,last_name,title,birth_date
476443,Ziya,Asmuth,Staff,1952-08-27
476447,Goncalo,Aingworth,Staff,1952-11-20
476448,Lene,Wielonsky,Technique Leader,1955-02-20
476449,Tamiya,Tyugu,Senior Engineer,1953-06-04
476454,Fatemeh,Baca,Senior Engineer,1953-05-02
476456,Remko,Rodiger,Senior Staff,1955-04-06
476459,Yucel,Rosis,Senior Engineer,1952-12-25
476467,Badri,Zwicker,Senior Staff,1954-08-26
476468,Sasan,Zlotek,Staff,1954-08-15
476469,Mayumi,Lamma,Senior Staff,1955-07-13
476470,Christoper,Slutz,Engineer,1955-01-19
476471,Zhenhua,Isaak,Senior Staff,1952-11-04
476472,Sverrir,Sewelson,Engineer,1954-02-11
476474,Christ,Cherinka,Senior Staff,1953-03-20
476477,Hugh,Bernini,Senior Staff,1953-07-15
476478,Rosli,Perez,Senior Engineer,1954-06-10
476480,Barton,Hooghiemstra,Technique Leader,1955-09-28
476486,Ramalingam,Murrill,Engineer,1955-02-22
476489,Renee,Gronowski,Engineer,1952-12-19
476492,Gully,Dichev,Senior Staff,1954-03-25
476495,Lijia,Honiden,Senior Engineer,1952-08-25
476499,Jianhao,Nitto,Senior Engineer,1952-07-26
476503,Edwin,Peek,Senior Engineer,1954-03-15
476505,Masato,Gornas,Senior Staff,1953-10-29
476509,Mizuhito,Kornyak,Senior Staff,1954-07-12
476510,Alagu,Gimarc,Senior Staff,1953-10-01
476513,Ymte,Beeson,Senior Engineer,1953-08-06
476515,Jenwei,Bellone,Senior Staff,1953-09-01
476516,Almudena,Vasanthakumar,Engineer,1954-02-23
476522,Shan,Keirsey,Technique Leader,1955-10-05
476526,Stabislas,Theuretzbacher,Senior Staff,1954-09-08
476529,Kiyotoshi,Ambroszkiewicz,Staff,1953-08-23
476531,Zhanqiu,Puoti,Senior Engineer,1955-06-27
476533,Xumin,Penn,Technique Leader,1952-06-21
476535,Xiaoheng,Lipner,Staff,1952-08-30
476542,Huei,Tempesti,Senior Staff,1953-06-09
476544,Shahid,Mitina,Engineer,1955-06-18
476545,Adin,Adachi,Staff,1954-08-23
476546,Syozo,Denis,Senior Staff,1953-09-09
476554,Reinhard,Antonakopoulos,Staff,1953-09-12
476558,Christoper,Chelton,Senior Staff,1954-01-11
476564,Zhilian,Brookner,Senior Staff,1955-01-25
476566,Feiyu,Hennings,Senior Engineer,1955-05-05
476569,Aiichiro,Willoner,Senior Staff,1953-04-23
476572,Dharmaraja,Pollacia,Senior Staff,1954-09-06
476578,Pradeep,Pelc,Staff,1952-12-31
476583,Pantung,Erdi,Assistant Engineer,1954-03-27
476584,Gonzalo,Noriega,Senior Staff,1955-02-17
476587,Sukumar,Huhdanpaa,Senior Engineer,1952-04-28
476588,Irene,Aingworth,Senior Staff,1955-11-28
476596,Lijie,Kaminger,Senior Staff,1955-02-08
476601,Juyoung,Zschoche,Senior Staff,1952-09-09
476603,Conrado,Bodoff,Senior Engineer,1952-12-31
476607,Somnath,Ramamoorthy,Engineer,1955-09-07
476611,Zeljko,Gerteisen,Staff,1954-09-28
476614,Gina,Litecky,Staff,1955-01-15
476618,Achilleas,Kawashimo,Senior Staff,1954-06-06
476621,Janalee,Terlouw,Senior Engineer,1952-10-01
476628,Hinrich,Plesums,Senior Staff,1953-04-24
476635,Shin,Kusalik,Engineer,1953-03-30
476637,Angus,Kusakari,Staff,1955-02-27
476640,Kazuhide,Greibach,Senior Engineer,1952-11-18
476648,Remko,Daescu,Senior Engineer,1955-03-08
476652,Baziley,Lichtner,Senior Engineer,1955-03-07
476657,Georgy,Sabnani,Staff,1955-02-12
476668,Hailing,Demri,Senior Engineer,1954-06-17
476671,KayLiang,Winter,Senior Staff,1953-11-16
476679,Xumin,Szemeredi,Engineer,1953-01-14
476680,Martins,Dusink,Staff,1955-08-01
476681,Bezalel,Fontet,Engineer,1955-06-08
476683,Surveyors,Collavizza,Engineer,1954-02-17
476689,Heejo,Sooriamurthi,Engineer,1953-06-16
476701,Guadalupe,Gimarc,Staff,1952-10-22
476702,Uwe,Speel,Engineer,1955-04-11
476708,Cristinel,Gulik,Senior Engineer,1955-10-24
476712,Hitomi,Baca,Senior Staff,1955-12-15
476714,Sajjad,Ramaiah,Engineer,1954-08-14
476715,Parviz,Melter,Senior Engineer,1955-03-07
476724,Kagan,Kamble,Senior Staff,1955-08-12
476725,Tremaine,Maccarone,Senior Engineer,1954-06-03
476726,Brigham,Luft,Engineer,1955-02-18
476729,Jaroslava,Rassart,Senior Engineer,1954-07-10
476731,Garnik,Erde,Senior Staff,1955-12-09
476732,Vitali,Chachaty,Engineer,1952-07-22
476733,Nechama,Bach,Engineer,1952-10-08
476735,Eric,Spieker,Senior Engineer,1952-10-06
476739,Miquel,Niizuma,Senior Engineer,1954-07-28
476742,Sanjit,Matzen,Staff,1955-01-07
476743,Nigel,Passino,Senior Engineer,1954-02-22
476757,Tsz,Orsini,Senior Staff,1955-08-02
476761,Baziley,Morrey,Senior Engineer,1954-07-01
476766,Anneli,Thiria,Senior Staff,1954-08-18
476767,Taizo,Fortenbacher,Senior Engineer,1955-04-09
476770,Owen,Deverell,Senior Staff,1953-08-30
476771,Naftali,Coney,Senior Staff,1953-12-31
476774,Claudi,Plumb,Senior Engineer,1953-01-09
476783,Gino,Leaver,Senior Engineer,1954-08-12
476786,Sven,Plumb,Staff,1955-07-11
476789,Annemarie,Nations,Senior Engineer,1952-04-06
476795,Iara,Beznosov,Engineer,1952-10-13
476796,Navin,Kilgour,Senior Engineer,1955-09-26
476798,Bouchung,Maierhofer,Senior Staff,1954-08-21
476803,Carrsten,Denos,Technique Leader,1954-08-03
476807,Peer,Pusterhofer,Senior Engineer,1953-03-02
476812,Bartek,Nergos,Senior Staff,1952-03-07
476814,Karsten,Monkewich,Senior Staff,1955-10-09
476815,Yonghong,Camurati,Senior Staff,1955-10-25
476816,Abdelghani,Joslin,Senior Engineer,1955-12-10
476819,Jianhao,Pehl,Senior Engineer,1954-05-26
476822,Yongqiao,Merli,Senior Staff,1952-05-27
476824,Lokesh,Danecki,Senior Staff,1954-05-10
476825,Hiroyasu,Kitsuregawa,Senior Staff,1952-08-15
476828,Garnik,Bernatsky,Senior Engineer,1954-07-12
476829,Rosita,Godskesen,Senior Engineer,1953-02-25
476835,Ashish,Iivonen,Senior Staff,1953-05-17
476837,Jaber,Cesareni,Senior Engineer,1955-05-18
476846,Aram,Schonegge,Engineer,1952-10-24
476847,Shalesh,Babb,Senior Staff,1952-12-05
476848,Jaideep,Slaats,Senior Engineer,1952-04-15
476853,Kazuhiko,Conde,Staff,1954-09-27
476854,Demos,Boreale,Staff,1955-10-26
476865,Vasilis,Imataki,Senior Engineer,1955-07-10
476877,Mack,Wrigley,Engineer,1955-01-05
476880,Mandell,Smeets,Staff,1952-09-05
476886,Constantine,Kawashima,Senior Staff,1953-06-05
476894,Serap,Grospietsch,Senior Engineer,1953-10-12
476897,Dante,Escriba,Senior Engineer,1954-07-25
476898,Ronghao,Bratten,Engineer,1955-11-08
476899,Hideyuki,Sridhar,Staff,1953-05-27
476908,Basant,Samarati,Senior Staff,1953-09-25
476910,Yishai,Jayawardene,Engineer,1955-06-19
476916,Kinh,Dayana,Senior Engineer,1953-01-06
476919,Maren,Fairtlough,Engineer,1952-06-08
476921,Huican,Jullig,Engineer,1955-06-08
476922,Idoia,Kobuchi,Engineer,1954-08-27
476925,Fumiyo,Grospietsch,Staff,1955-03-26
476926,Mohd,Borovoy,Engineer,1954-07-06
476930,Adas,Talmor,Senior Staff,1955-09-09
476933,Mayuri,Kobara,Senior Staff,1952-07-05
476935,Emdad,Magliocco,Engineer,1953-09-11
476936,Chikara,Kitsuregawa,Senior Staff,1953-11-11
476950,Gou,Flasterstein,Senior Staff,1952-03-16
476954,Djelloul,Talmon,Staff,1954-03-02
476962,Guiseppe,Stranks,Senior Staff,1955-09-04
476963,Christ,Haumacher,Senior Engineer,1954-05-11
476967,Gretta,Conry,Technique Leader,1954-10-07
476969,Moss,Herber,Technique Leader,1954-01-31
476971,Heeju,Heystek,Senior Staff,1954-03-19
476972,Suebskul,Merks,Senior Engineer,1955-01-07
476974,Pranjal,Kilgore,Engineer,1954-10-24
476976,Yongdong,Azuma,Staff,1953-03-31
476980,Phuoc,Strehl,Staff,1955-08-02
476983,Ziyad,Molberg,Senior Engineer,1953-05-08
476987,Margareta,Cheshire,Senior Engineer,1954-03-13
476997,Bowen,Gente,Senior Staff,1952-06-02
476998,Xinan,Uhrig,Staff,1952-05-12
477001,Tomokazu,Cummings,Technique Leader,1955-04-02
477003,Oguz,Zucker,Senior Engineer,1955-01-25
477010,Val,Werthner,Engineer,1955-09-24
477013,Kristina,Peng,Senior Engineer,1952-10-25
477017,Achilleas,Matteis,Engineer,1953-10-31
477019,Tomokazu,Spinelli,Senior Engineer,1955-07-12
477020,Rutger,Rosen,Engineer,1955-02-20
477021,Uta,Copas,Senior Staff,1952-12-19
477026,Xiaoshan,Rusterholz,Senior Staff,1953-11-29
477030,Alois,Siksek,Technique Leader,1953-07-09
477036,Barna,Gien,Senior Staff,1955-12-16
477037,Zhaofang,Montresor,Senior Engineer,1953-05-17
477038,Sadun,Krone,Engineer,1952-02-18
477040,Lijia,Morton,Technique Leader,1952-09-14
477050,Domenick,Zolotykh,Senior Staff,1952-12-27
477051,Carrsten,Decaestecker,Staff,1954-06-23
477052,Adit,Denti,Senior Engineer,1952-11-15
477053,Paris,Vilarrasa,Staff,1952-10-28
477054,Arup,Emiris,Technique Leader,1952-12-16
477057,Juichirou,Lindqvist,Engineer,1953-10-07
477059,Ohad,Parveen,Senior Staff,1953-07-17
477061,Shigeu,Luft,Senior Engineer,1955-06-11
477065,Ult,Brickell,Senior Engineer,1954-02-28
477072,Salvador,Mandelberg,Senior Engineer,1954-01-15
477076,Yifei,Shiratori,Engineer,1953-01-25
477078,Constantino,Gelosh,Senior Staff,1954-01-15
477081,Aria,Cannata,Senior Staff,1952-12-19
477092,Bokyung,Pena,Senior Engineer,1954-03-08
477095,Mechthild,Swiler,Senior Engineer,1953-08-03
477096,Aleksander,Puppe,Senior Engineer,1953-05-21
477115,Alassane,Velasco,Senior Engineer,1954-05-09
477116,Huiqun,Matzov,Senior Engineer,1952-06-29
477118,Hatim,Hutton,Senior Engineer,1952-10-11
477123,Unal,Bolotov,Staff,1955-09-06
477126,Shan,Chinin,Engineer,1955-09-14
477133,Chikara,Gubsky,Senior Staff,1952-02-24
477135,Gilbert,Vrecion,Senior Engineer,1954-08-07
477140,Christfried,Murrill,Senior Staff,1953-06-20
477141,Jeane,Kirkerud,Senior Staff,1955-03-07
477142,Mrinalini,Stenning,Senior Staff,1953-11-16
477144,Augustine,Pramanik,Senior Staff,1954-12-29
477145,Georgy,Gilg,Senior Engineer,1955-06-02
477149,Frederique,Yeung,Senior Staff,1954-03-19
477151,Jaewoo,Akazan,Staff,1955-05-07
477153,Gaurav,Stellhorn,Senior Staff,1952-07-17
477154,Toshiki,Salvesen,Engineer,1955-06-19
477155,Xiaoqiang,Wallrath,Senior Staff,1954-02-24
477156,Vivian,Daescu,Senior Engineer,1954-06-24
477158,Kazuhiro,Birrer,Senior Staff,1955-04-21
477160,Florian,Streit,Senior Engineer,1952-02-12
477163,Tesuya,Osgood,Senior Staff,1952-07-27
477171,Constantine,Cairo,Engineer,1954-04-13
477172,Xinan,McAffer,Senior Engineer,1954-04-20
477174,Matk,Maksimenko,Senior Engineer,1953-10-12
477179,Tetsurou,Litzler,Engineer,1954-07-26
477181,Luise,Vasanthakumar,Senior Engineer,1952-08-03
477183,Dzung,Menhoudj,Senior Engineer,1955-06-14
477186,Pranay,Versino,Senior Engineer,1954-06-02
477191,Ronnie,Frezza,Senior Engineer,1953-01-04
477193,Gay,Bahl,Senior Staff,1954-05-02
477194,Xianlong,Furedi,Senior Engineer,1955-10-30
477195,Kellie,Varman,Senior Engineer,1955-01-12
477197,Stevo,Spataro,Staff,1955-07-29
477199,Xinan,Paciorek,Senior Engineer,1954-07-31
477201,Yinlin,Rosis,Senior Staff,1955-10-28
477203,Kshitij,Vigier,Staff,1952-04-17
477205,Miomir,Erev,Senior Staff,1954-10-20
477206,Adil,Albarhamtoshy,Staff,1953-12-18
477208,Sivanarayana,Cannane,Senior Engineer,1954-10-01
477213,Becky,Jarecki,Engineer,1953-10-27
477214,Pasqua,Szilard,Senior Staff,1953-03-15
477216,Kristian,Falck,Senior Staff,1954-11-23
477218,Matt,Lorch,Engineer,1954-01-02
477221,Berni,Jumpertz,Senior Engineer,1952-10-20
477223,Theron,Kisuki,Senior Staff,1954-05-20
477224,Ebbe,Petereit,Technique Leader,1955-05-10
477232,Dipayan,Zielinski,Senior Engineer,1952-09-03
477238,Bangqing,Rathonyi,Senior Staff,1952-06-22
477239,Takahira,Cronan,Engineer,1952-03-23
477244,Tokuyasu,Navazio,Senior Staff,1953-03-03
477246,Mara,Zeilberger,Senior Staff,1953-04-23
477248,Shuzo,Brattka,Senior Staff,1955-04-15
477251,Jayson,Ambroszkiewicz,Staff,1952-12-22
477255,Serenella,Juneja,Senior Staff,1952-05-01
477259,Masaki,Kaminger,Senior Engineer,1954-04-08
477263,Mariangiola,Shinomoto,Engineer,1955-02-20
477264,Marit,Escriba,Senior Engineer,1953-01-29
477270,Kristinn,Brattka,Senior Engineer,1954-04-27
477271,Susanna,Gyimothy,Senior Staff,1953-03-11
477274,Michaela,Crabtree,Technique Leader,1953-11-08
477275,Sachio,Marletta,Senior Staff,1954-10-22
477280,Tse,Kinley,Senior Staff,1952-05-05
477281,Mart,Lorcy,Senior Staff,1954-09-19
477291,Hidekazu,Gilg,Senior Staff,1953-02-22
477296,Abdelkader,Rohrbach,Senior Staff,1952-03-02
477297,Shirish,Luby,Senior Engineer,1952-05-31
477298,Zengping,Denny,Senior Staff,1953-12-02
477300,Florian,Bierman,Technique Leader,1953-04-27
477302,Chenxi,Budinsky,Senior Staff,1954-05-07
477303,Kousuke,Zambonelli,Senior Engineer,1955-11-15
477305,Diederik,Quaggetto,Technique Leader,1952-07-15
477306,Mohammed,Matzen,Senior Engineer,1953-04-11
477307,Zhenhua,Tanemo,Senior Engineer,1954-06-06
477308,Alejandra,Brandsma,Senior Staff,1955-03-25
477309,Steve,Simmel,Senior Staff,1954-06-11
477311,Sergi,Ecklund,Senior Staff,1952-08-02
477312,Fay,Ramalingam,Senior Staff,1955-07-01
477313,Waiman,Schneeberger,Senior Engineer,1955-12-15
477314,Premal,Hanratty,Senior Staff,1952-03-21
477325,Xiaobin,Gurbaxani,Engineer,1954-05-25
477326,Yuriy,Khalid,Senior Staff,1954-11-14
477328,Yinghua,Jording,Senior Engineer,1955-11-07
477332,Subhrajyoti,Sgarro,Engineer,1955-04-06
477333,Guther,Lindqvist,Senior Engineer,1953-04-10
477337,Margareta,Osgood,Senior Staff,1952-12-25
477345,Aleksander,Linares,Senior Staff,1954-03-27
477347,Dinah,Nanard,Engineer,1952-02-29
477348,Clyde,Fioravanti,Senior Staff,1955-12-10
477356,Conor,Schlumberger,Staff,1953-09-10
477358,Minghong,Siegrist,Senior Staff,1952-08-28
477366,Kyoichi,Azadmanesh,Engineer,1953-07-03
477367,Przemyslawa,Shiratori,Staff,1955-09-23
477370,Odinaldo,Badache,Senior Engineer,1954-03-29
477371,Kyoichi,Asrin,Senior Staff,1954-09-10
477373,Alselm,Montresor,Senior Staff,1955-03-07
477379,Qingxiang,Cooley,Senior Staff,1952-08-25
477381,Yuping,Serdy,Senior Engineer,1953-01-30
477389,Abdulah,Claffy,Senior Staff,1952-03-07
477399,Aruna,Falby,Senior Engineer,1954-03-20
477400,Gen,Krone,Engineer,1954-11-03
477402,Make,Francisci,Senior Staff,1955-01-01
477403,Becky,Cusworth,Senior Staff,1953-10-28
477408,Kiyotoshi,Plotkin,Technique Leader,1955-02-22
477412,Billie,Llado,Engineer,1952-07-27
477415,Goh,Sommen,Senior Staff,1954-09-04
477419,Lijia,Ghandeharizadeh,Staff,1954-11-02
477428,Qunsheng,Hanratty,Senior Engineer,1954-10-04
477432,Tzu,Vendrig,Senior Engineer,1953-05-21
477434,Stein,Matzke,Senior Engineer,1953-09-27
477438,Mana,Mitina,Staff,1954-10-17
477439,Ashish,Birjandi,Engineer,1952-03-01
477441,Chanjung,Siegrist,Senior Staff,1955-12-12
477443,Geraldo,Plessier,Senior Engineer,1955-06-14
477444,Babette,Erez,Senior Engineer,1955-02-01
477446,Nobuyoshi,Sessa,Senior Staff,1955-02-08
477447,Falguni,Binkley,Senior Staff,1954-03-11
477457,Mang,Crelier,Senior Engineer,1953-10-27
477458,Shounak,Foong,Engineer,1953-05-06
477461,Kamran,Thiran,Senior Engineer,1952-12-24
477463,Elvia,Lindqvist,Senior Staff,1954-03-11
477464,Yinlin,Servi,Senior Engineer,1955-01-24
477468,Remmert,Papadias,Senior Engineer,1955-05-30
477470,Ymte,Crouzet,Senior Engineer,1955-06-05
477471,Maria,Seiwald,Senior Staff,1954-08-20
477473,Flemming,Mikschl,Senior Engineer,1953-02-14
477474,Sadun,Zaumen,Engineer,1955-04-17
477477,Bodh,Roohalamini,Senior Staff,1953-02-15
477480,Lein,Bahl,Senior Staff,1952-03-20
477482,Shakhar,Benveniste,Senior Staff,1955-09-27
477483,Fatemeh,Luga,Senior Engineer,1955-05-05
477484,Sedat,Templeman,Senior Engineer,1953-08-29
477485,Kwangjo,Schnelling,Senior Engineer,1955-05-04
477486,Kazuhiro,Menyhert,Senior Engineer,1955-02-23
477488,Dekang,Salinas,Engineer,1952-12-01
477493,Luigi,Akazan,Engineer,1955-03-10
477494,Weidon,Pokrovskii,Senior Engineer,1952-10-13
477497,Ortrud,Pashtan,Senior Staff,1955-05-24
477498,Koldo,Majewski,Engineer,1955-03-08
477505,Evgueni,Quadeer,Senior Engineer,1952-11-14
477506,Elvia,Karunanithi,Senior Engineer,1955-05-01
477508,Gonzalo,Bernatsky,Senior Staff,1955-06-04
477510,Atreyi,Demizu,Senior Staff,1952-05-02
477514,Angel,Reistad,Senior Engineer,1955-06-14
477520,Rance,Plump,Staff,1954-09-22
477522,Mohd,Jervis,Senior Staff,1953-02-17
477523,Patricio,Kavvadias,Senior Engineer,1953-09-27
477526,Tonia,Waeselynck,Senior Engineer,1954-01-16
477527,Candido,Comyn,Senior Engineer,1952-05-11
477530,Ranan,Comte,Senior Staff,1955-06-18
477534,Eckart,Assaf,Engineer,1953-04-07
477535,Mori,Danner,Staff,1955-09-13
477539,Dekang,Kranzdorf,Senior Staff,1954-09-03
477540,Chenyi,Hutter,Senior Staff,1953-08-17
477542,Itzchak,Ramsey,Technique Leader,1954-12-26
477543,Alexius,Pouyioutas,Senior Engineer,1955-11-21
477544,Shem,Mawatari,Senior Engineer,1952-02-06
477545,Shaunak,Preusig,Senior Staff,1955-02-08
477547,Hailing,Senzako,Staff,1955-03-26
477552,Otmar,Demos,Senior Staff,1954-08-27
477553,Douadi,Assaf,Senior Staff,1953-07-29
477558,Candido,Kilgour,Engineer,1954-09-25
477560,Mary,Keohane,Senior Engineer,1952-12-29
477563,Rimon,Vakili,Senior Staff,1955-12-30
477565,Maja,Anguita,Staff,1955-01-16
477566,Anwar,Gelosh,Staff,1952-03-07
477567,Doohun,Bharadwaj,Senior Engineer,1955-04-29
477571,Gal,Osgood,Senior Engineer,1952-06-19
477574,Lech,Tyugu,Senior Engineer,1955-01-04
477577,Sungwon,Birch,Senior Engineer,1952-12-02
477580,Nikolaos,Guerreiro,Senior Staff,1954-09-23
477584,Honesty,Mateescu,Staff,1955-11-28
477587,Chrisa,Schonegge,Senior Engineer,1955-05-23
477591,Oksana,Reeken,Senior Staff,1953-06-21
477592,Elrique,Merel,Engineer,1955-04-22
477593,Xinglin,Garnier,Senior Engineer,1954-10-05
477594,Aris,Yoshizawa,Senior Engineer,1954-04-22
477595,Arto,Linares,Senior Staff,1952-07-12
477596,Shrikanth,Kushner,Staff,1955-01-24
477600,Basant,Schwaller,Staff,1953-11-21
477601,Matk,Cherinka,Engineer,1952-12-28
477603,Bernt,Nyrup,Staff,1952-11-22
477604,Jeong,Standera,Senior Engineer,1954-09-14
477605,Nimmagadda,Hiyoshi,Technique Leader,1955-02-27
477616,LiMin,Ghemri,Senior Engineer,1955-06-26
477618,Naftaly,Denna,Senior Staff,1953-11-02
477619,Lijia,Cangellaris,Senior Engineer,1953-08-04
477622,Lakshmi,Hennings,Staff,1953-07-19
477624,Nikolaos,Demian,Senior Staff,1952-08-21
477634,Luerbio,Deyuan,Senior Engineer,1953-12-02
477637,Elgin,Pelz,Senior Engineer,1954-07-12
477639,Doowon,Cincotta,Technique Leader,1954-07-31
477647,Zsolt,Broder,Staff,1953-11-11
477651,Ayakannu,Cronan,Senior Engineer,1952-02-23
477652,Atreye,Koshino,Technique Leader,1954-02-14
477653,Alassane,Harnett,Engineer,1952-07-01
477655,Serap,Oxenboll,Senior Staff,1952-10-17
477658,Giao,Bruckman,Senior Engineer,1954-12-13
477671,Mikhail,Segond,Senior Engineer,1954-04-08
477673,Mizuhito,Woycyznski,Senior Staff,1954-12-15
477678,Naftaly,Serre,Senior Staff,1955-05-09
477679,Chenye,Bach,Senior Staff,1953-08-17
477682,Adil,Miyakawa,Staff,1954-12-17
477684,Taegyun,Rabehasaina,Senior Engineer,1953-09-14
477691,Marl,Schurmann,Staff,1955-05-03
477692,Youpyo,Belinskaya,Senior Engineer,1955-10-22
477695,Venkatesan,Attimonelli,Senior Engineer,1953-11-18
477700,Huican,Roccetti,Senior Engineer,1952-12-20
477701,Ayonca,Shumilov,Senior Engineer,1953-09-18
477703,Gou,Yamaashi,Staff,1954-02-24
477706,Shigenori,McAlpine,Staff,1954-08-14
477707,Val,Itzigehl,Staff,1953-01-24
477708,Sashi,Duclos,Senior Engineer,1954-12-03
477718,Radhia,Zhang,Senior Engineer,1954-04-19
477720,Mantis,Gruenwald,Senior Staff,1953-10-23
477727,Zvonko,Choobineh,Senior Engineer,1953-06-06
477732,Monique,Serra,Technique Leader,1954-12-08
477734,Vojin,Raney,Senior Engineer,1954-11-28
477735,Kristen,Rodham,Engineer,1955-08-15
477736,Toshimitsu,Yavatkar,Technique Leader,1954-06-05
477738,Nevin,Lamma,Senior Staff,1955-11-04
477742,Odoardo,Garigliano,Senior Engineer,1952-08-16
477744,Jiang,Iwayama,Senior Staff,1953-04-27
477747,Maha,Taubman,Senior Staff,1953-06-14
477748,Gilbert,Apsitis,Senior Engineer,1953-10-27
477754,Parviz,Taubman,Staff,1952-08-21
477756,Pragnesh,Iivonen,Senior Staff,1952-05-15
477762,Keung,Munke,Engineer,1954-09-13
477765,Arif,Bain,Senior Staff,1952-11-18
477778,Abdulah,Fadgyas,Senior Staff,1952-12-30
477779,Rafail,Glinert,Senior Staff,1953-09-19
477780,Phuoc,Czap,Engineer,1952-04-19
477781,Hidefumi,Mateescu,Technique Leader,1953-02-07
477783,Bikash,Gajiwala,Engineer,1952-02-29
477786,Hironobu,Willoner,Senior Staff,1952-06-25
477795,Bouchung,Brookman,Senior Engineer,1952-06-26
477801,Willard,Baaz,Senior Staff,1954-06-16
477805,Zhenbing,Georgatos,Senior Staff,1952-06-17
477811,Shai,Whitcomb,Senior Staff,1952-03-20
477815,Arvin,Ginesta,Staff,1953-10-31
477818,Xiaopeng,Melski,Senior Staff,1955-07-19
477833,Arup,Luce,Senior Engineer,1953-11-08
477834,Yefim,Cools,Staff,1955-12-05
477835,Rosine,Beeson,Senior Engineer,1953-10-10
477836,Masato,Frezza,Staff,1953-03-26
477838,Arra,Warwick,Senior Staff,1953-08-16
477839,Yongmin,Litvinov,Technique Leader,1953-04-25
477840,Tadahiro,Kavvadias,Engineer,1953-10-31
477841,Heeju,Stafford,Technique Leader,1955-03-27
477842,Kwangho,Journel,Senior Engineer,1954-11-26
477851,Mohan,Bonifati,Senior Engineer,1954-08-08
477852,Gad,Rosay,Senior Engineer,1955-01-23
477860,Selwyn,Servi,Senior Engineer,1953-09-07
477868,Kristen,Brandsma,Senior Staff,1954-10-19
477870,Kwan,Hennebert,Senior Staff,1953-03-10
477874,Navin,Pero,Senior Engineer,1953-04-23
477880,Arvind,Furudate,Senior Engineer,1954-09-07
477882,Danco,Zeleznik,Senior Engineer,1955-10-10
477883,Taizo,Bennet,Technique Leader,1955-06-13
477885,Evgueni,DuBourdieux,Senior Staff,1955-05-26
477895,Geraldo,Zobel,Senior Engineer,1955-04-27
477898,Theron,Masand,Senior Engineer,1955-04-06
477899,Leszek,Cannard,Senior Staff,1955-04-15
477900,Zeljko,Condotta,Senior Staff,1954-09-27
477906,Mahendra,Varley,Senior Staff,1952-11-04
477907,Arlette,Cummings,Staff,1955-08-07
477908,Zhanqiu,Pietrzykowski,Senior Engineer,1953-04-18
477909,Hugo,Falby,Senior Engineer,1955-01-13
477912,Akeno,Danlos,Senior Engineer,1953-08-05
477915,Marl,Bardell,Senior Engineer,1952-11-29
477922,Moriyoshi,Wissmann,Technique Leader,1955-11-06
477923,Augustine,Conde,Senior Staff,1953-08-04
477930,Isamu,Stiles,Senior Engineer,1953-06-21
477937,Jessie,Koblitz,Engineer,1952-09-27
477942,Sastry,Huttel,Senior Staff,1953-05-28
477946,Sreekrishna,Kroft,Senior Engineer,1955-05-30
477947,Thodoros,Templeman,Senior Staff,1953-11-08
477953,Kinh,Cannard,Staff,1952-09-06
477955,Ghassan,Lieberherr,Engineer,1954-05-12
477964,Richara,Thiran,Senior Engineer,1953-02-18
477968,Shay,Chandrasekhar,Senior Engineer,1952-12-16
477971,Tommaso,Birge,Senior Engineer,1954-01-05
477973,Zhilian,Meszaros,Senior Staff,1953-04-26
477982,Murthy,Merks,Engineer,1953-02-27
477983,Masali,Facello,Senior Staff,1953-05-01
477985,Beshir,Mattern,Senior Engineer,1953-10-30
477988,Troy,Vanwelkenhuysen,Senior Staff,1953-12-21
477990,Alejandra,Aingworth,Senior Engineer,1953-04-07
477993,Sanjiv,Chorvat,Senior Staff,1954-08-03
477994,Lalit,Yurek,Engineer,1952-09-29
477996,Vesna,Percebois,Senior Engineer,1952-03-21
478002,Genki,Juneja,Technique Leader,1954-06-11
478005,Werner,Bage,Senior Staff,1953-12-07
478006,Gererd,McDermid,Senior Engineer,1955-04-15
478012,Mostafa,Leivant,Senior Staff,1952-10-26
478017,Nikolaus,Siegrist,Senior Engineer,1952-08-13
478027,Mitchel,Pettis,Senior Staff,1953-08-11
478033,Tonny,Luiz,Senior Engineer,1954-07-28
478037,Adib,Halevi,Senior Engineer,1953-01-13
478038,Goo,Hasham,Senior Engineer,1952-05-08
478040,Sarita,Lung,Senior Staff,1952-10-11
478045,Guoxiang,Hanratty,Senior Staff,1952-10-13
478047,Constantijn,Pramanik,Senior Staff,1953-10-07
478051,Wonhee,Delgrossi,Senior Engineer,1954-12-12
478052,Kristinn,Matzel,Engineer,1954-12-17
478053,Tesuya,Nishimukai,Staff,1955-07-29
478054,Tesuro,Merkl,Senior Engineer,1953-11-28
478058,Collette,Akazan,Senior Staff,1952-05-05
478060,Shuji,Polupanov,Technique Leader,1953-11-19
478061,Jackson,Broomell,Senior Staff,1954-11-12
478067,Guenter,Argence,Senior Engineer,1953-12-29
478069,Suebskul,Maksimenko,Engineer,1954-01-03
478075,Alexius,Stavenow,Senior Staff,1952-05-16
478076,Zeljko,Rosen,Technique Leader,1954-03-12
478078,Richara,Strandh,Senior Engineer,1952-10-23
478081,Paloma,Copas,Engineer,1953-05-29
478088,Ung,Vanwelkenhuysen,Senior Staff,1953-10-16
478089,Pradeep,Gajiwala,Engineer,1952-04-19
478092,Vidya,Tischendorf,Staff,1953-02-17
478095,Gal,Perz,Senior Staff,1955-11-15
478096,Shao,Biran,Senior Staff,1954-04-27
